parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	contributors_path	data_path	mapped_area_value	mapped_area_unit	spot_size_value	spot_size_unit	number_of_spots	spot_spacing_value	spot_spacing_unit	capture_area_id	permeabilization_time_value	permeabilization_time_unit	preparation_instrument_vendor	preparation_instrument_model	metadata_schema_id
			Visium (no probes)															babf1e69-f0eb-479a-bdc5-b70199669675
