source_id	sample_id	lab_id	source_storage_duration_value	source_storage_duration_unit	preparation_protocol_doi	preparation_medium	preparation_condition	processing_time_value	processing_time_unit	storage_medium	storage_method	quality_criteria	histological_report	thickness_value	thickness_unit	section_index_number	area_value	area_unit	notes	metadata_schema_id
																				01e9bc58-bdf2-49f4-9cf9-dd34f3cc62d7
