parent_dataset_id	lab_id	derived_dataset_protocol_doi	derived_dataset_type	program_url	contributors_path	data_path	is_cell_type_annotation_included	metadata_schema_id
			Segmentation Mask					271bdcd3-b4ac-48e0-ac0f-d666652988af
