parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	ms_ionization_technique	ms_scan_mode	mass_analysis_polarity	mass_to_charge_range_low_value	mass_to_charge_range_high_value	mass_resolving_power	mass_to_charge_resolving_power	ion_mobility	data_collection_mode	label_name	lc_instrument_vendor	lc_instrument_model	lc_column_vendor	lc_column_model	lc_resin	lc_column_length_value	lc_column_length_unit	lc_temperature_value	lc_temperature_unit	lc_inner_diameter_value	lc_inner_diameter_unit	lc_flow_rate_value	lc_flow_rate_unit	lc_gradient_value	lc_gradient_unit	lc_mobile_phase_a	lc_mobile_phase_b	spatial_sampling_technique	spatial_sampling_target	spatial_sampling_type	analysis_protocol_doi	metadata_schema_id
			LC-MS																																										ef090376-4e19-43cb-92c1-91a1d758ee6e
