donor_id	organ_id	lab_id	preparation_protocol_doi	study_date	modality	image_type	series_description	series_notes	imaging_instrument_vendor	imaging_instrument_model	contributors_path	data_path	image_width_value	image_width_unit	image_height_value	image_height_unit	roi_description	roi_id	pixel_physical_size_width_value	pixel_physical_size_width_unit	pixel_physical_size_height_value	pixel_physical_size_height_unit	images_in_acquisition	imaging_frequency_value	imaging_frequency_unit	receive_coil_name	magnetic_field_strength_value	scanning_sequence	sequence_variant	echo_time_value	repetition_time_value	flip_angle	echo_train_length	acquisition_matrix_size	pixel_physical_size_depth_value	pixel_physical_size_depth_unit	spacing_between_slices_value	spacing_between_slices_unit	image_row_count	image_column_count	number_of_averages	metadata_schema_id
																																										f8c76a33-6262-4733-8f00-23175af7fd73
