parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	contributors_path	data_path	mapped_area_value	mapped_area_unit	spot_size_value	spot_size_unit	number_of_spots	spot_spacing_value	spot_spacing_unit	capture_area_id	permeabilization_time_value	permeabilization_time_unit	metadata_schema_id
																ec09b747-925d-4a7a-889e-d9f9d6d0dee4
