parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	total_run_time_value	total_run_time_unit	number_of_antibodies	number_of_channels	slide_id	data_precision_bytes	ablation_frequency_value	ablation_frequency_unit	antibodies_path	metadata_schema_id
			2D Imaging Mass Cytometry																				ce5524be-dab6-4668-97c1-8a5a09325e5f
