parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	mapped_area_value	mapped_area_unit	spot_size_value	spot_size_unit	number_of_spots	spot_spacing_value	spot_spacing_unit	permeabilization_time_value	permeabilization_time_unit	preparation_instrument_vendor	preparation_instrument_model	non_global_files	metadata_schema_id
			Stereo-seq																							e1c0c17b-374c-4b22-b211-fe2b0ededb68
