source_id	sample_id	lab_id	source_storage_duration_value	source_storage_duration_unit	tissue_weight_value	tissue_weight_unit	volume_value	volume_unit	pathology_distance_value	pathology_distance_unit	preparation_protocol_doi	preparation_medium	preparation_condition	processing_time_value	processing_time_unit	storage_medium	storage_method	quality_criteria	histological_report	notes	metadata_schema_id
																					3e98cee6-d3fb-467b-8d4e-9ba7ee49eeff
