parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	ms_ionization_technique	ms_scan_mode	mass_analysis_polarity	mass_to_charge_range_low_value	mass_to_charge_range_high_value	mass_resolving_power	mass_to_charge_resolving_power	ion_mobility	matrix_deposition_method	preparation_instrument_vendor	preparation_instrument_model	preparation_matrix	desorption_solvent	desorption_solvent_flow_rate_value	desorption_solvent_flow_rate_unit	analysis_protocol_doi	metadata_schema_id
																														01d909d8-84a8-4362-9e42-782bc4da0eec
