parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	is_image_preprocessing_required	slide_id	tile_configuration	scan_direction	tiled_image_columns	tiled_image_count	intended_tile_overlap_percentage	number_of_pixels	pixel_physical_size_height_value	pixel_physical_size_height_unit	pixel_physical_size_width_value	pixel_physical_size_width_unit	pixel_physical_size_depth_value	pixel_physical_size_depth_unit	objective_numerical_aperture	laser_power	raman_shift_range	metadata_schema_id
			Raman Imaging																												986d6f9d-7649-485f-a265-10d6f9b2829d
