parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	is_image_preprocessing_required	slide_id	tile_configuration	scan_direction	tiled_image_columns	tiled_image_count	intended_tile_overlap_percentage	metadata_schema_id
			Confocal																		3829a2c4-e29b-4dca-91f2-af3d427ed57b
