parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	contributors_path	data_path	number_of_pre_amplification_pcr_cycles	metadata_schema_id
			SNARE-seq2				b76e54fe-5352-449b-9188-f250b51fbedc
