parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	number_of_antibodies	number_of_channels	slide_id	roi_description	roi_id	acquisition_id	area_normalized_ion_dose_value	area_normalized_ion_dose_unit	data_precision_bytes	pixel_dwell_time_value	pixel_dwell_time_unit	antibodies_path	metadata_schema_id
			MIBI																							784cfaa7-4a73-4173-b639-b24e0ed76155
