channel_id	hgnc_symbol	antibody_rrid	uniprot_accession_number	lot_number	dilution_factor	antibody_concentration_value	antibody_concentration_unit	conjugated_cat_number	conjugated_tag	metadata_schema_id
										a8d768e0-edf4-49e6-9226-e0e135a63d22
