parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	mapped_area_value	mapped_area_unit	capture_area_id	capture_area_width_value	capture_area_width_unit	capture_area_height_value	capture_area_height_unit	permeabilization_time_value	permeabilization_time_unit	preparation_instrument_vendor	preparation_instrument_model	spatial_discreatization_method	bin_size	metadata_schema_id
			Illumina Spatial ver0																								7b1b5d38-5233-4d87-a371-39dfafc943c9
