parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	mass_spectrometry_ionization_technique	mass_analysis_polarity	mass_to_charge_range_low_value	mass_to_charge_range_high_value	mass_resolving_power	mass_to_charge_resolving_power	mass_spectrometry_scan_mode	matrix_deposition_method	preparation_instrument_vendor	preparation_instrument_model	preparation_matrix	metadata_schema_id
																									2c32e88f-f8b5-42dc-85dd-1298e851da9d
