parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	contributors_path	data_path	mapped_area_value	mapped_area_unit	spot_size_value	spot_size_unit	number_of_spots	spot_spacing_value	spot_spacing_unit	permeabilization_time_value	permeabilization_time_unit	preparation_instrument_vendor	preparation_instrument_model	non_global_files	metadata_schema_id
			Stereo-seq															ead450b1-9229-4bf9-bbfc-8508f78069a8
