parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	mapped_area_value	mapped_area_unit	spot_size_value	spot_size_unit	number_of_spots	permeabilization_time_value	permeabilization_time_unit	slide_id	number_of_additional_stains	metadata_schema_id
			Pixel-seqV2																				13220dec-6e9b-4b00-9cc3-a6348f709bfe
