parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	antibodies_path	number_of_antibodies	number_of_channels	number_of_biomarker_imaging_rounds	number_of_total_imaging_rounds	slide_id	cell_boundary_marker_or_stain	nuclear_marker_or_stain	metadata_schema_id
			Cell DIVE																			6f9eee7b-7ef1-4f32-a34e-706bbbbb09bf
