parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	mapped_area_value	mapped_area_unit	spot_size_value	spot_size_unit	number_of_spots	spot_spacing_value	spot_spacing_unit	capture_area_id	permeabilization_time_value	permeabilization_time_unit	slide_id	target_retrieval_incubation_temperature	target_retrieval_incubation_time_value	target_retrieval_incubation_time_unit	proteinasek_concentration	proteinasek_incubation_time_value	proteinasek_incubation_time_unit	roi_label	anatomical_structure_label	anatomical_structure_id	metadata_schema_id
																																		0310a026-4aed-49a5-a806-e3a281351d8a
