parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	contributors_path	data_path	capture_batch_id	preparation_instrument_vendor	preparation_instrument_model	preparation_instrument_kit	number_of_pre_amplification_pcr_cycles	metadata_schema_id
			10X Multiome								63c06fb2-4638-4979-aa97-5aff2a840156
