parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	analyte_class	is_targeted	acquisition_instrument_vendor	acquisition_instrument_model	source_storage_duration_value	source_storage_duration_unit	time_since_acquisition_instrument_calibration_value	time_since_acquisition_instrument_calibration_unit	contributors_path	data_path	antibodies_path	preparation_instrument_vendor	preparation_instrument_model	total_run_time_value	total_run_time_unit	number_of_antibodies	number_of_channels	number_of_biomarker_imaging_rounds	number_of_total_imaging_rounds	slide_id	metadata_schema_id
			PhenoCycler																					47c6071a-2ec7-46c1-94d9-6b5e2d7ac982
