channel_id	hgnc_symbol	antibody_rrid	uniprot_accession_number	lot_number	dilution_factor	antibody_concentration_value	antibody_concentration_unit	conjugated_cat_number	conjugated_tag	metadata_schema_id
										312f7be0-9aec-4cae-b942-a8864c0aa1ce
