parent_sample_id	lab_id	preparation_protocol_doi	dataset_type	contributors_path	data_path	library_preparation_kit	capture_batch_id	preparation_instrument_vendor	preparation_instrument_model	preparation_instrument_kit	number_of_pre_amplification_pcr_cycles	non_global_files	tag_enzyme_sequence	antibody_reagent_kit	metadata_schema_id
			Paired-Tag												5147f0d5-4126-4ea9-bb59-58ad83ee2038
